;Framleiðandi;Gerð;Undirgerð;Verð;Vél;Hö;l/100 km;KM á rafmagni;Gírskipting;Drif;Sæti;
;Volkswagen;ID.3;Pro S Tour;6.490.000;77 kWh rafhlaða, rafmótor;204;;550;1 gíra sjálfskipting;FWD;5;
Golf TGI hatchback;;;;;;;;;;;;
;Volkswagen;Golf TGI hatchback;Comfortline;4.050.000;I4 1,5 l turbo bensín / metan;130;5,5;;7 gíra DCT sjálfskipting;FWD;5;1076
;Volkswagen;Golf TGI hatchback;Highline;4.490.000;I4 1,5 l turbo bensín / metan;130;5,5;;7 gíra DCT sjálfskipting;FWD;5;1077
;Volkswagen;Golf TGI hatchback;Trendline;3.790.000;I4 1,5 l turbo bensín / metan;130;5,5;;7 gíra DCT sjálfskipting;FWD;5;1075
e-Up! 5-door;;;;;;;;;;;;
;Volkswagen;e-Up! 5-door;e-Up!;3.390.000;37 kWh rafhlaða, rafmótor;82;;260;1 gíra sjálfskipting;FWD;5;1068
;Volkswagen;e-Up! 5-door;e-Up! Style;3.750.000;37 kWh rafhlaða, rafmótor;82;;269;1 gíra sjálfskipting;FWD;5;1069
Golf GTI hatchback;;;;;;;;;;;;
;Volkswagen;Golf GTI hatchback;GTI;6.390.000;I4 2,0 l turbo bensín;245;6,2;;7 gíra DCT sjálfskipting;FWD;5;1073
Golf R hatchback;;;;;;;;;;;;
;Volkswagen;Golf R hatchback;R;7.490.000;I4 2,0 l turbo bensín;300;7,2;;7 gíra DCT sjálfskipting;AWD;5;1074
Tourareg;;;;;;;;;;;;
;Volkswagen;Tourareg;V6 230 hp Elegance;12.490.000;V6 3,0 l turbo dísil;230;6,6;;8 gíra sjálfskipting;AWD;5;1123
;Volkswagen;Tourareg;V6 230 hp Offroad;10.890.000;V6 3,0 l turbo dísil;230;6,6;;8 gíra sjálfskipting;AWD;5;1122
;Volkswagen;Tourareg;V6 230 hp R-Line;13.790.000;V6 3,0 l turbo dísil;230;6,6;;8 gíra sjálfskipting;AWD;5;1124
;Volkswagen;Tourareg;V6 285 hp Elegance;13.490.000;V6 3,0 l turbo dísil;285;6,6;;8 gíra sjálfskipting;AWD;5;1126
;Volkswagen;Tourareg;V6 285 hp Offroad;11.890.000;V6 3,0 l turbo dísil;285;6,6;;8 gíra sjálfskipting;AWD;5;1125
;Volkswagen;Tourareg;V6 285 hp R-Line;14.790.000;V6 3,0 l turbo dísil;285;6,6;;8 gíra sjálfskipting;AWD;5;1127
;Volkswagen;Tourareg;V8 421 hp Elegance;18.690.000;V8 4,0 l twin turbo dísil;421;7,4;;8 gíra sjálfskipting;AWD;5;1129
;Volkswagen;Tourareg;V8 421 hp R-Line;19.990.000;V8 4,0 l twin turbo dísil;421;7,4;;8 gíra sjálfskipting;AWD;5;1130
V60;;;;;;;;;;;;
;Volvo;V60;D3 Inscription;7.090.000;I4 2,0 l turbo dísil;150;4,7;;8 gíra sjálfskipting;FWD;5;1138
;Volvo;V60;D3 Momentum Pro;6.690.000;I4 2,0 l turbo dísil;150;4,7;;8 gíra sjálfskipting;FWD;5;1137
;Volvo;V60;D4 Inscription;7.290.000;I4 2,0 l turbo dísil;190;4,6;;8 gíra sjálfskipting;FWD;5;1139
;Volvo;V60;D4 R-Design;7.390.000;I4 2,0 l turbo dísil;190;4,6;;8 gíra sjálfskipting;FWD;5;1140
;Volvo;V60;T4 Inscription;7.490.000;I4 2,0 l turbo dísil;190;6,9;;8 gíra sjálfskipting;FWD;5;1141
;Volvo;V60;T4 R-Design;7.590.000;I4 2,0 l turbo dísil;190;6,9;;8 gíra sjálfskipting;FWD;5;1142
XC40 T5;;;;;;;;;;;;
;Volvo;XC40 T5;Inscription;6.090.000;I3 1,5 l turbo bensín + 11 kWh rafhlaða, rafmótor;262;1,9;50;7 gíra DCT sjálfskipting;FWD;5;1151
;Volvo;XC40 T5;Momentum;5.350.000;I3 1,5 l turbo bensín + 11 kWh rafhlaða, rafmótor;262;1,9;50;7 gíra DCT sjálfskipting;FWD;5;1149
;Volvo;XC40 T5;Momentum Pro;5.650.000;I3 1,5 l turbo bensín + 11 kWh rafhlaða, rafmótor;262;1,9;50;7 gíra DCT sjálfskipting;FWD;5;1150
;Volvo;XC40 T5;R-Design;6.150.000;I3 1,5 l turbo bensín + 11 kWh rafhlaða, rafmótor;262;1,9;50;7 gíra DCT sjálfskipting;FWD;5;1152
XC40 P8;;;;;;;;;;;;
;Volvo;XC40 P8;R-Design;7.990.000;78 kWh rafhlaða + 2 rafmótorar;408;;400;1 gíra sjálfskipting;AWD;5;
XC60 B5;;;;;;;;;;;;
;Volvo;XC60 B5;Inscription;9.890.000;I4 2,0 l twin turbo mild hybrid dísil;235;5,4;;8 gíra sjálfskipting;AWD;5;1155
;Volvo;XC60 B5;Momentum Pro;9.390.000;I4 2,0 l twin turbo mild hybrid dísil;235;5,4;;8 gíra sjálfskipting;AWD;5;1153
;Volvo;XC60 B5;R-Design;9.790.000;I4 2,0 l twin turbo mild hybrid dísil;235;5,4;;8 gíra sjálfskipting;AWD;5;1154
XC60 T8;;;;;;;;;;;;
;Volvo;XC60 T8;Inscription;9.990.000;I4 2,0 l turbo supercharged bensín + 10 kWh rafhlaða, rafmótor;390;2,0;;8 gíra sjálfskipting;AWD;5;1158
;Volvo;XC60 T8;R-Design Expression;8.890.000;I4 2,0 l turbo supercharged bensín + 10 kWh rafhlaða, rafmótor;390;2,0;;8 gíra sjálfskipting;AWD;5;1156
;Volvo;XC60 T8;R-Design;9.890.000;I4 2,0 l turbo supercharged bensín + 10 kWh rafhlaða, rafmótor;390;2,0;;8 gíra sjálfskipting;AWD;5;1157
;;XC60 T8;Inscription Expression;8.890.000;I4 2,0 l turbo supercharged bensín + 10 kWh rafhlaða, rafmótor;390;2,0;;8 gíra sjálfskipting;AWD;5;1157
XC90 B5;;;;;;;;;;;;
;Volvo;XC90 B5;Inscription;11.690.000;I4 2,0 l twin turbo mild hybrid dísil;235;5,9;;8 gíra sjálfskipting;AWD;7;1161
;Volvo;XC90 B5;Momentum Pro;10.690.000;I4 2,0 l twin turbo mild hybrid dísil;235;5,9;;8 gíra sjálfskipting;AWD;7;1159
;Volvo;XC90 B5;R-Design;11.690.000;I4 2,0 l twin turbo mild hybrid dísil;235;5,9;;8 gíra sjálfskipting;AWD;7;1160
XC90 T8;;;;;;;;;;;;
;Volvo;XC90 T8;Inscription;12.890.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,3;;8 gíra sjálfskipting;AWD;7;1164
;Volvo;XC90 T8;R-Design Expression;11.790.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,3;;8 gíra sjálfskipting;AWD;7;1162
;Volvo;XC90 T8;R-Design;12.790.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,3;;8 gíra sjálfskipting;AWD;7;1163
;Volvo;XC90 T8;Inscription Expression;11.790.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,3;;8 gíra sjálfskipting;AWD;7;1163
XC40;;;;;;;;;;;;
;Volvo;XC40;Inscription AWD;7.390.000;I4 2,0 l twin turbo dísil;190;5,0;;8 gíra sjálfskipting;AWD;5;1147
;Volvo;XC40;Momentum AWD;6.990.000;I4 2,0 l twin turbo dísil;190;5,0;;8 gíra sjálfskipting;AWD;5;1146
;Volvo;XC40;R-Design AWD;7.490.000;I4 2,0 l twin turbo dísil;190;5,0;;8 gíra sjálfskipting;AWD;5;1148
S60;;;;;;;;;;;;
;Volvo;S60;T4 Inscription;7.290.000;I4 2,0 l turbo bensín;190;6,7;;8 gíra sjálfskipting;FWD;5;1131
;Volvo;S60;T4 R-Design;7.390.000;I4 2,0 l turbo bensín;190;6,7;;8 gíra sjálfskipting;FWD;5;1132
;Volvo;S60;T5 Inscription;7.690.000;I4 2,0 l turbo bensín;250;6,6;;8 gíra sjálfskipting;FWD;5;1133
;Volvo;S60;T5 R-Design;7.790.000;I4 2,0 l turbo bensín;250;6,6;;8 gíra sjálfskipting;FWD;5;1134
V60 T8;;;;;;;;;;;;
;Volvo;V60 T8;T8 Inscription AWD;7.690.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,0;45;8 gíra sjálfskipting;AWD;5;1144
;Volvo;V60 T8;T8 Momentum Pro AWD;7.290.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,0;45;8 gíra sjálfskipting;AWD;5;1143
;Volvo;V60 T8;T8 R-Design AWD;7.790.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,0;45;8 gíra sjálfskipting;AWD;5;1145
S60 T8;;;;;;;;;;;;
;Volvo;S60 T8;T8 Inscription AWD;7.760.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,0;53;8 gíra sjálfskipting;AWD;5;1135
;Volvo;S60 T8;T8 R-Design AWD;7.860.000;I4 2,0 l turbo supercharged bensín + 12 kWh rafhlaða, rafmótor;390;2,0;53;8 gíra sjálfskipting;AWD;5;1136
