;Framleiðandi;Gerð;Undirgerð;Verð;Vél;Hö;l/100 km;KM á rafmagni;Gírskipting;Drif;Sæti;
;Mercedes-Benz;CLA coupe;CLA 220 4Matic AMG Line;9.190.000;I4 2,0 l turbo bensín;300;6,7;;7 gíra DCT sjálfskipting;AWD;4;640
;Mercedes-Benz;CLA coupe;CLA 220 4MAtic Progressive;8.550.000;I4 2,0 l turbo bensín;300;6,7;;7 gíra DCT sjálfskipting;AWD;4;639
CLA EQ Power coupe;;;;;;;;;;;;
;Mercedes-Benz;CLA EQ Power coupe;CLA 250e AMG Line;7.790.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;
;Mercedes-Benz;CLA EQ Power coupe;CLA 250e Progressive;7.090.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;616
EQC;;;;;;;;;;;;
;Mercedes-Benz;EQC;EQC 400 4Matic Power;11.790.000;80 kWh rafhlaða, 2 rafmótorar;300;;417;1 gíra sjálfskipting;AWD;5;645
;Mercedes-Benz;EQC;EQC 400 4Matic Progressive;10.550.000;80 kWh rafhlaða, 2 rafmótorar;300;;417;1 gíra sjálfskipting;AWD;5;644
;Mercedes-Benz;EQC;EQC 400 4Matic Pure;9.390.000;80 kWh rafhlaða, 2 rafmótorar;300;;417;1 gíra sjálfskipting;AWD;5;643
G-class;;;;;;;;;;;;
;Mercedes-Benz;G-class;G 350d 4Matic;28.450.000;V6 3,0 l turbo dísil;286;9,8;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;G-class;G 500 4Matic;28.950.000;V8 4,0 l twin turbo bensín;422;12,1;;9 gíra sjálfskipting;AWD;5;
GLA;;;;;;;;;;;;
;Mercedes-Benz;GLA;GLA 200d 4Matic AMG Line;8.950.000;I4 2,0 l turbo dísil;150;5,2;;8 gíra DCT sjálfskipting;AWD;5;
;Mercedes-Benz;GLA;GLA 200d 4Matic Progressive;8.390.000;I4 2,0 l turbo dísil;150;5,2;;8 gíra DCT sjálfskipting;AWD;5;
;Mercedes-Benz;GLA;GLA 200d 4Matic Style;7.490.000;I4 2,0 l turbo dísil;150;5,2;;8 gíra DCT sjálfskipting;AWD;5;646
GLA EQ Power;;;;;;;;;;;;
;Mercedes-Benz;GLA EQ Power;GLA 250e AMG Line;8.090.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;
;Mercedes-Benz;GLA EQ Power;GLA 250e Progressive;7.390.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;
;Mercedes-Benz;GLA EQ Power;GLA 250e Style;6.590.000;I4 1,3 l bensín + 16 kWh rafhlaða, rafmótor;218;1,4;65;8 gíra DCT sjálfskipting;FWD;5;
GLB;;;;;;;;;;;;
;Mercedes-Benz;GLB;GLB 200d 4Matic Style;8.790.000;I4 2,0 l turbo dísil;150;5,3;;8 gíra DCT sjálfskipting;AWD;7;
;Mercedes-Benz;GLB;GLB 200d 4Matic Progressive;9.790.000;I4 2,0 l turbo dísil;150;5,3;;8 gíra DCT sjálfskipting;AWD;7;
GLC coupe;;;;;;;;;;;;
;Mercedes-Benz;GLC coupe;GLC 220d 4Matic Power;13.190.000;I4 2,0 l turbo bensín;194;6,0;;9 gíra sjálfskipting;AWD;5;651
;Mercedes-Benz;GLC coupe;GLC 220d 4Matic Progressive;10.990.000;I4 2,0 l turbo bensín;194;6,0;;9 gíra sjálfskipting;AWD;5;650
;Mercedes-Benz;GLC coupe;GLC 220d 4Matic Pure;9.590.000;I4 2,0 l turbo bensín;194;6,0;;9 gíra sjálfskipting;AWD;5;649
;Mercedes-Benz;GLC coupe;GLC 300d 4Matic Power;14.190.000;I4 2,0 l turbo bensín;245;6,0;;9 gíra sjálfskipting;AWD;5;654
;Mercedes-Benz;GLC coupe;GLC 300d 4Matic Progressive;11.890.000;I4 2,0 l turbo bensín;245;6,0;;9 gíra sjálfskipting;AWD;5;653
;Mercedes-Benz;GLC coupe;GLC 300d 4Matic Pure;10.390.000;I4 2,0 l turbo bensín;245;6,0;;9 gíra sjálfskipting;AWD;5;652
GLC SUV;;;;;;;;;;;;
;Mercedes-Benz;GLC SUV;GLC 300d 4Matic Power;15.490.000;I4 2,0 l turbo bensín;245;6,0;;9 gíra sjálfskipting;AWD;5;666
;Mercedes-Benz;GLC SUV;GLC 300d 4Matic Progressive;13.290.000;I4 2,0 l turbo bensín;245;6,0;;9 gíra sjálfskipting;AWD;5;665
;Mercedes-Benz;GLC SUV;GLC 300d 4Matic Pure;11.390.000;I4 2,0 l turbo bensín;245;6,0;;9 gíra sjálfskipting;AWD;5;664
GLC EQ Power SUV;;;;;;;;;;;;
;Mercedes-Benz;GLC EQ Power SUV;GLC 300de 4Matic Power;11.950.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;2,5;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLC EQ Power SUV;GLC 300de 4Matic Progressive;10.250.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;2,5;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLC EQ Power SUV;GLC 300de 4Matic Pure;8.990.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;2,5;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLC EQ Power SUV;GLC 300e 4Matic Power;11.450.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,5;49;9 gíra sjálfskipting;AWD;5;660
;Mercedes-Benz;GLC EQ Power SUV;GLC 300e 4Matic Progressive;9.750.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,5;49;9 gíra sjálfskipting;AWD;5;659
;Mercedes-Benz;GLC EQ Power SUV;GLC 300e 4Matic Pure;8.490.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,5;49;9 gíra sjálfskipting;AWD;5;658
GLC EQ Power coupe;;;;;;;;;;;;
;Mercedes-Benz;GLC EQ Power coupe;GLC 300de 4Matic Power;12.790.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;2,5;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLC EQ Power coupe;GLC 300de 4Matic Progressive;10.590.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;2,5;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLC EQ Power coupe;GLC 300de 4Matic Pure;9.290.000;I4 2,0 l turbo dísil + 14 kWh rafhlaða, rafmótor;306;2,5;50;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLC EQ Power coupe;GLC 300e 4Matic Power;12.750.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,5;49;9 gíra sjálfskipting;AWD;5;657
;Mercedes-Benz;GLC EQ Power coupe;GLC 300e 4Matic Progressive;11.050.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,5;49;9 gíra sjálfskipting;AWD;5;656
;Mercedes-Benz;GLC EQ Power coupe;GLC 300e 4Matic Pure;9.790.000;I4 2,0 l turbo bensín + 14 kWh rafhlaða, rafmótor;320;2,5;49;9 gíra sjálfskipting;AWD;5;655
GLE SUV;;;;;;;;;;;;
;Mercedes-Benz;GLE SUV;GLE 300d 4Matic Pure;13.990.000;I4 2,0 l turbo dísil;245;6,4;;9 gíra sjálfskipting;AWD;5/7;671
;Mercedes-Benz;GLE SUV;GLE 350d 4Matic Power;19.990.000;I6 2,9 l turbo dísil;275;7,5;;9 gíra sjálfskipting;AWD;5/7;
;Mercedes-Benz;GLE SUV;GLE 350d 4Matic Progressive;16.990.000;I6 2,9 l turbo dísil;275;7,5;;9 gíra sjálfskipting;AWD;5/7;
;Mercedes-Benz;GLE SUV;GLE 350d 4Matic Pure;15.290.000;I6 2,9 l turbo dísil;275;7,5;;9 gíra sjálfskipting;AWD;5/7;672
;Mercedes-Benz;GLE SUV;GLE 400d 4Matic Power;21.190.000;I6 2,9 l turbo dísil;330;7,5;;9 gíra sjálfskipting;AWD;5/7;
;Mercedes-Benz;GLE SUV;GLE 400d 4Matic Progressive;18.190.000;I6 2,9 l turbo dísil;330;7,5;;9 gíra sjálfskipting;AWD;5/7;
;Mercedes-Benz;GLE SUV;GLE 400d 4Matic Pure;16.490.000;I6 2,9 l turbo dísil;330;7,5;;9 gíra sjálfskipting;AWD;5/7;673
GLE coupe;;;;;;;;;;;;
;Mercedes-Benz;GLE coupe;GLE 400d 4Matic Power;21.790.000;I6 2,9 l turbo dísil;330;7,5;;9 gíra sjálfskipting;AWD;5/7;
;Mercedes-Benz;GLE coupe;GLE 400d 4Matic Progressive;18.790.000;I6 2,9 l turbo dísil;330;7,5;;9 gíra sjálfskipting;AWD;5/7;
GLE EQ Power SUV;;;;;;;;;;;;
;Mercedes-Benz;GLE EQ Power SUV;GLE 350de 4Matic Power;14.190.000;I4 2,0 l turbo dísil + 31 kWh rafhlaða, rafmótor;306;0,7;94;9 gíra sjálfskipting;AWD;5;669
;Mercedes-Benz;GLE EQ Power SUV;GLE 350de 4MAtic Progressive;12.990.000;I4 2,0 l turbo dísil + 31 kWh rafhlaða, rafmótor;306;0,7;94;9 gíra sjálfskipting;AWD;5;668
;Mercedes-Benz;GLE EQ Power SUV;GLE 350de 4Matic Pure;11.290.000;I4 2,0 l turbo dísil + 31 kWh rafhlaða, rafmótor;306;0,7;94;9 gíra sjálfskipting;AWD;5;667
;Mercedes-Benz;GLE EQ Power SUV;GLE 350e 4Matic Power;14.690.000;I4 2,0 l turbo bensín + 31 kWh rafhlaða, rafmótor;320;1,3;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLE EQ Power SUV;GLE 350e 4MAtic Progressive;12.790.000;I4 2,0 l turbo bensín + 31 kWh rafhlaða, rafmótor;320;1,3;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLE EQ Power SUV;GLE 350e 4Matic Pure;11.090.000;I4 2,0 l turbo bensín + 31 kWh rafhlaða, rafmótor;320;1,3;;9 gíra sjálfskipting;AWD;5;
GLE EQ Power coupe;;;;;;;;;;;;
;Mercedes-Benz;GLE EQ Power coupe;GLE 350de 4Matic Power;15.390.000;I4 2,0 l turbo dísil + 31 kWh rafhlaða, rafmótor;306;0,7;94;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLE EQ Power coupe;GLE 350de 4MAtic Progressive;13.490.000;I4 2,0 l turbo dísil + 31 kWh rafhlaða, rafmótor;306;0,7;94;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLE EQ Power coupe;GLE 350e 4Matic Power;15.190.000;I4 2,0 l turbo bensín + 31 kWh rafhlaða, rafmótor;320;1,3;;9 gíra sjálfskipting;AWD;5;
;Mercedes-Benz;GLE EQ Power coupe;GLE 350e 4MAtic Progressive;13.290.000;I4 2,0 l turbo bensín + 31 kWh rafhlaða, rafmótor;320;1,3;;9 gíra sjálfskipting;AWD;5;
GLE SUV EQ Boost;;;;;;;;;;;;
;Mercedes-Benz;GLE SUV EQ Boost;GLE 450 4Matic Power;18.290.000;I6 3,0 l twin turbo mild hybrid bensín;500;9,4;;9 gíra sjálfskipting;AWD;7/7;
;Mercedes-Benz;GLE SUV EQ Boost;GLE 450 4Matic Progressive;16.190.000;I6 3,0 l twin turbo mild hybrid bensín;500;9,4;;9 gíra sjálfskipting;AWD;6/7;
;Mercedes-Benz;GLE SUV EQ Boost;GLE 450 4Matic Pure;14.590.000;I6 3,0 l twin turbo mild hybrid bensín;500;9,4;;9 gíra sjálfskipting;AWD;5/7;
GLS;;;;;;;;;;;;
;Mercedes-Benz;GLS;GLS 350d 4Matic Power;22.450.000;I6 2,9 l twin turbo dísil;286;7,9;;9 gíra sjálfskipting;AWD;6/7;675
;Mercedes-Benz;GLS;GLS 350d 4Matic Progressive;19.950.000;I6 2,9 l twin turbo dísil;286;7,9;;9 gíra sjálfskipting;AWD;6/7;674
;Mercedes-Benz;GLS;GLS 400d 4Matic Power;23.950.000;I6 2,9 l twin turbo dísil;330;7,9;;9 gíra sjálfskipting;AWD;6/7;677
;Mercedes-Benz;GLS;GLS 400d 4Matic Progressive;21.450.000;I6 2,9 l twin turbo dísil;330;7,9;;9 gíra sjálfskipting;AWD;6/7;676
GLS EQ Boost;;;;;;;;;;;;
;Mercedes-Benz;GLS EQ Boost;GLS 450 4Matic Power;20.390.000;I6 3,0 l twin turbo mild hybrid bensín;367;9,8;;9 gíra sjálfskipting;AWD;6/7;
;Mercedes-Benz;GLS EQ Boost;GLS 450 4Mative Progressive;17.990.000;I6 3,0 l twin turbo mild hybrid bensín;367;9,8;;9 gíra sjálfskipting;AWD;6/7;
;Mercedes-Benz;GLS EQ Boost;GLS 580 4Matic Power;24.990.000;V8 4,0 l twin turbo mild hybrid bensín;489;10,0;;9 gíra sjálfskipting;AWD;6/7;
;Mercedes-Benz;GLS EQ Boost;GLS 580 4Matic Progressive;22.990.000;V8 4,0 l twin turbo mild hybrid bensín;489;10,0;;9 gíra sjálfskipting;AWD;6/7;
S-class;;;;;;;;;;;;
;Mercedes-Benz;S-class;S 350d 4Matic;16.690.000;I6 2,9 l turbo dísil;286;5,7;;9 gíra sjálfskipting;AWD;5;678
;Mercedes-Benz;S-class;S 400d 4Matic;17.290.000;I6 2,9 l turbo dísil;340;5,7;;9 gíra sjálfskipting;AWD;5;679
S-class long;;;;;;;;;;;;
;Mercedes-Benz;S-class long;S 350d 4Matic;16.890.000;I6 2,9 l turbo dísil;286;5,7;;9 gíra sjálfskipting;AWD;5;681
;Mercedes-Benz;S-class long;S 400d 4Matic;17.690.000;I6 2,9 l turbo dísil;340;5,7;;9 gíra sjálfskipting;AWD;5;682
S-class EQ Power long;;;;;;;;;;;;
;Mercedes-Benz;S-class EQ Power long;S 560e;15.790.000;V6 3,0 l twin turbo bensín + 14 kWh rafhlaða, rafmótor;476;2,6;45;9 gíra sjálfskipting;RWD;5;680
ZS EV;;;;;;;;;;;;
;MG;ZS EV;Comfort;3.990.000;44 kWh rafhlaða, rafmótor;143;;263;1 gíra sjálfskipting;FWD;5;
;MG;ZS EV;Luxury;4.390.000;44 kWh rafhlaða, rafmótor;143;;263;1 gíra sjálfskipting;FWD;5;
Cooper 5-door;;;;;;;;;;;;
;Mini;Cooper 5-door;Cooper ;4.190.000;I3 1,5 l twin turbo bensín;136;4,7;;6 gíra beinskipting;FWD;5;683
;Mini;Cooper 5-door;Cooper automatic;4.590.000;I3 1,5 l twin turbo bensín;136;4,7;;7 gíra sjálfskipting;FWD;5;684
Cooper SE Countryman plug-in hybrid;;;;;;;;;;;;
;Mini;Cooper SE Countryman plug-in hybrid;Cooper SE All4 Pepper edition;7.250.000;I3 1,5 l turbo bensín + 10 kWh rafhlaða, rafmótor;136;1,8;51;6 gíra sjálfskipting;AWD;5;686
Cooper SE 3-door;;;;;;;;;;;;
;Mini;Cooper SE 3-door;L;5.940.000;33 kWh rafhlaða, rafmótor;184;;233;1 gíra sjálfskipting;FWD;4;689
;Mini;Cooper SE 3-door;M;5.280.000;33 kWh rafhlaða, rafmótor;184;;233;1 gíra sjálfskipting;FWD;4;688
;Mini;Cooper SE 3-door;S;4.950.000;33 kWh rafhlaða, rafmótor;184;;233;1 gíra sjálfskipting;FWD;4;687
Outlander PHEV;;;;;;;;;;;;
;Mitsubishi;Outlander PHEV;Executive;5.890.000;I4 2,4 l bensín + 14 kWh, 2 rafmótorar;230;2,0;54;1 gíra CVT sjálfskipting;AWD;5;700
;Mitsubishi;Outlander PHEV;Instyle;6.290.000;I4 2,4 l bensín + 14 kWh, 2 rafmótorar;230;2,0;54;1 gíra CVT sjálfskipting;AWD;5;698
;Mitsubishi;Outlander PHEV;Intense;5.890.000;I4 2,4 l bensín + 14 kWh, 2 rafmótorar;230;2,0;54;1 gíra CVT sjálfskipting;AWD;5;697
;Mitsubishi;Outlander PHEV;Invite;5.290.000;I4 2,4 l bensín + 14 kWh, 2 rafmótorar;230;2,0;54;1 gíra CVT sjálfskipting;AWD;5;696
;Mitsubishi;Outlander PHEV;S-Edition;6.690.000;I4 2,4 l bensín + 14 kWh, 2 rafmótorar;230;2,0;54;1 gíra CVT sjálfskipting;AWD;5;700
ASX;;;;;;;;;;;;
;Mitsubishi;ASX;Instyle;5.790.000;I4 2,0 l bensín;150;7,3;;1 gíra CVT sjálfskipting;AWD;5;692
;Mitsubishi;ASX;Intense;5.290.000;I4 2,0 l bensín;150;6,8;;1 gíra CVT sjálfskipting;AWD;5;691
;Mitsubishi;ASX;Invite;4.790.000;I4 2,0 l bensín;150;6,7;;5 gíra beinskipting;FWD;5;690
Eclipse Cross;;;;;;;;;;;;
;Mitsubishi;Eclipse Cross;Instyle 4WD;5.290.000;I4 1,5 l turbo bensín;163;6,1;;1 gíra CVT sjálfskipting;AWD;5;695
;Mitsubishi;Eclipse Cross;Intense;4.190.000;I4 1,5 l turbo bensín;163;6,1;;1 gíra CVT sjálfskipting;FWD;5;693
;Mitsubishi;Eclipse Cross;Intense 4WD;4.990.000;I4 1,5 l turbo bensín;163;6,2;;1 gíra CVT sjálfskipting;AWD;5;694
Juke;;;;;;;;;;;;
;Nissan;Juke;Acenta;4.250.000;I3 1,0 l turbo bensín;117;6,1;;1 gíra CVT sjálfskipting;AWD;5;701
;Nissan;Juke;N-Connecta;4.750.000;I3 1,0 l turbo bensín;117;6,1;;1 gíra CVT sjálfskipting;AWD;5;702
;Nissan;Juke;N-Design;5.290.000;I3 1,0 l turbo bensín;117;6,5;;1 gíra CVT sjálfskipting;AWD;5;704
;Nissan;Juke;Tekna;5.050.000;I3 1,0 l turbo bensín;117;6,5;;1 gíra CVT sjálfskipting;AWD;5;703
Leaf;;;;;;;;;;;;
;Nissan;Leaf;Acenta;4.890.000;40 kWh rafhlaða, rafmótor;150;;270;1 gíra sjálfskipting;FWD;5;705
;Nissan;Leaf;e+ N-Connecta;5.890.000;62 kWh rafhlaða, rafmótor;215;;385;1 gíra sjálfskipting;FWD;5;708
;Nissan;Leaf;e+ Tekna;6.190.000;62 kWh rafhlaða, rafmótor;215;;385;1 gíra sjálfskipting;FWD;5;709
;Nissan;Leaf;N-Connecta;5.090.000;40 kWh rafhlaða, rafmótor;150;;270;1 gíra sjálfskipting;FWD;5;706
;Nissan;Leaf;Tekna;5.390.000;40 kWh rafhlaða, rafmótor;150;;270;1 gíra sjálfskipting;FWD;5;707
X-Trail;;;;;;;;;;;;
;Nissan;X-Trail;Acenta;6.950.000;I4 1,7 l turbo diesel;150;7,5;;1 gíra CVT sjálfskipting;AWD;5;723
;Nissan;X-Trail;Acenta Plus 2;7.290.000;I4 1,7 l turbo diesel;150;7,7;;1 gíra CVT sjálfskipting;AWD;7;724
;Nissan;X-Trail;Tekna;8.350.000;I4 2,0 l turbo dísil;177;6,1;;1 gíra CVT sjálfskipting;AWD;5;725
Micra;;;;;;;;;;;;
;Nissan;Micra;Acenta 0,9 petrol;2.990.000;I3 0,9 l turbo bensín;90;5,1;;5 gíra beinskipting;FWD;5;711
;Nissan;Micra;Acenta 1,0 petrol automatic;3.190.000;I3 1,0 l turbo bensín;100;6,7;;1 gíra CVT sjálfskipting;FWD;5;713
;Nissan;Micra;Tekna 0,9 petrol;3.390.000;I3 0,9 l turbo bensín;90;5,1;;5 gíra beinskipting;FWD;5;714
;Nissan;Micra;Tekna 1,0 petrol automatic;3.490.000;I3 1,0 l turbo bensín;100;6,7;;1 gíra CVT sjálfskipting;FWD;5;715
;Nissan;Micra;Visia+ 0,9 petrol;2.790.000;I3 0,9 l turbo bensín;90;5,1;;5 gíra beinskipting;FWD;5;710
Qashqai;;;;;;;;;;;;
;Nissan;Qashqai;Acenta 1,3 petrol automatic;4.950.000;I4 1,3 l bensín;157;6,9;;6 gíra beinskipting;FWD;5;717
;Nissan;Qashqai;Acenta 1,5 diesel;4.550.000;I4 1,5 l turbo dísil;115;5,3;;6 gíra beinskipting;FWD;5;716
;Nissan;Qashqai;Acenta 1,7 diesel 4WD;5.990.000;I4 1,7 l turbo diesel;150;5,9;;6 gíra beinskipting;AWD;5;718
;Nissan;Qashqai;Acenta 1,7 diesel automatic 4WD;5.490.000;I4 1,7 l turbo diesel;150;6,6;;1 gíra CVT sjálfskipting;AWD;5;719
;Nissan;Qashqai;Tekna 1,3 petrol automatic;5.790.000;I4 1,3 l bensín;157;7,1;;1 gíra CVT sjálfskipting;FWD;5;720
;Nissan;Qashqai;Tekna 1,6 diesel automatic;5.790.000;I4 1,6 l turbo dísil;130;4,9;;1 gíra CVT sjálfskipting;FWD;5;721
;Nissan;Qashqai;Tekna 1,7 diesel automatic 4WD;6.750.000;I4 1,7 l turbo diesel;150;6,9;;1 gíra CVT sjálfskipting;AWD;5;722
Corsa-e;;;;;;;;;;;;
;Opel;Corsa-e;Edition;3.990.000;50 kWh rafhlaða, rafmótor;136;;337;1 gíra sjálfskipting;FWD;5;
;Opel;Corsa-e;Elegance;4.490.000;50 kWh rafhlaða, rafmótor;136;;337;1 gíra sjálfskipting;FWD;5;
;Opel;Corsa-e;Innovation;4.790.000;50 kWh rafhlaða, rafmótor;136;;337;1 gíra sjálfskipting;FWD;5;
Karl;;;;;;;;;;;;
;Opel;Karl;Enjoy;2.290.000;I3 1,0 l bensín;75;4,4;;5 gíra sjálfskiptur;FWD;5;744
Crossland X;;;;;;;;;;;;
;Opel;Crossland X;Enjoy;3.490.000;I3 1,2 l turbo bensín;110;5,2;;6 gíra beinskipting;FWD;5;735
;Opel;Crossland X;Enjoy automatic;3.990.000;I3 1,2 l turbo bensín;110;5,4;;6 gíra sjálfskipting;FWD;5;736
;Opel;Crossland X;Innovation automatic;4.290.000;I3 1,2 l turbo bensín;110;5,4;;6 gíra sjálfskipting;FWD;5;737
Grandland X;;;;;;;;;;;;
;Opel;Grandland X;Enjoy;3.990.000;I3 1,2 l turbo bensín;130;5,1;;6 gíra beinskipting;FWD;5;738
;Opel;Grandland X;Enjoy automatic;4.490.000;I3 1,2 l turbo bensín;130;5,2;;8 gíra sjálfskipting;FWD;5;739
;Opel;Grandland X;Innovation automatic;4.690.000;I3 1,2 l turbo bensín;130;5,2;;8 gíra sjálfskipting;FWD;5;740
Insignia grand sport;;;;;;;;;;;;
;Opel;Insignia grand sport;Enjoy;4.700.000;I4 1,5 l turbo bensín;165;6,2;;6 gíra sjálfskipting;FWD;5;741
;Opel;Insignia grand sport;Innovation;4.290.000;I4 1,5 l turbo bensín;165;6,2;;6 gíra sjálfskipting;FWD;5;742
Astra hatchback;;;;;;;;;;;;
;Opel;Astra hatchback;Enjoy ;3.390.000;I3 1,4 l turbo bensín;150;5,1;;6 gíra beinskipting;FWD;5;729
;Opel;Astra hatchback;Enjoy automatic;3.790.000;I3 1,4 l turbo bensín;150;5,5;;6 gíra sjálfskipting;FWD;5;730
;Opel;Astra hatchback;Innovation;4.090.000;I3 1,4 l turbo bensín;150;5,1;;6 gíra beinskipting;FWD;5;731
;Opel;Astra hatchback;Innovation automatic;4.290.000;I3 1,4 l turbo bensín;150;5,5;;6 gíra sjálfskipting;FWD;5;732
Astra station;;;;;;;;;;;;
;Opel;Astra station;Enjoy automatic;3.890.000;I3 1,4 l turbo bensín;150;5,6;;6 gíra sjálfskipting;FWD;5;733
;Opel;Astra station;Innovation automatic;3.990.000;I3 1,4 l turbo bensín;150;5,6;;6 gíra sjálfskipting;FWD;5;734
Mokka X;;;;;;;;;;;;
;Opel;Mokka X;Innovation;5.190.000;I4 1,4 l turbo bensín;152;6,5;;6 gíra sjálfskipting;AWD;5;745
Ampera-e;;;;;;;;;;;;
;Opel;Ampera-e;Innovation;5.290.000;60 kWh rafhlaða. Rafmótor;204;;423;1 gíra sjálfskipting;FWD;5;727
;Opel;Ampera-e;Premium;5.590.000;60 kWh rafhlaða. Rafmótor;204;;423;1 gíra sjálfskipting;FWD;5;728
Insignia sport tourer;;;;;;;;;;;;
;Opel;Insignia sport tourer;Innovation;5.490.000;I4 1,5 l turbo bensín;165;6,2;;6 gíra sjálfskipting;FWD;5;743
Grandland X plug-in;;;;;;;;;;;;
;Opel;Grandland X plug-in;Enjoy;5.990.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;224;1,7;50;8 gíra sjálfskipting;FWD;5;
;Opel;Grandland X plug-in;Innovation;6.290.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;224;1,7;50;8 gíra sjálfskipting;FWD;5;
;Opel;Grandland X plug-in;Ultimate;6.590.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;224;1,7;50;8 gíra sjálfskipting;FWD;5;
;Opel;Grandland X plug-in;Innovation AWD;6.990.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;300;1,6;59;8 gíra sjálfskipting;AWD;5;
;Opel;Grandland X plug-in;Ultimate AWD;7.390.000;I4 1,6 l turbo bensín + 13 kWh rafhlaða, rafmótor;300;1,6;59;8 gíra sjálfskipting;AWD;5;
e-208 5-door;;;;;;;;;;;;
;Peugeot;e-208 5-door;Active;4.190.000;50 kWh rafhlaða, rafmótor;136;;340;1 gíra sjálfskipting;FWD;5;836
;Peugeot;e-208 5-door;Allure;4.450.000;50 kWh rafhlaða, rafmótor;136;;340;1 gíra sjálfskipting;FWD;5;837
;Peugeot;e-208 5-door;GT;4.790.000;50 kWh rafhlaða, rafmótor;136;;340;1 gíra sjálfskipting;FWD;5;838
e-2008 crossover;;;;;;;;;;;;
;Peugeot;e-2008 crossover;Active;4.650.000;50 kWh rafhlaða, rafmótor;136;;310;1 gíra sjálfskipting;FWD;5;832
;Peugeot;e-2008 crossover;Allure;4.870.000;50 kWh rafhlaða, rafmótor;136;;310;1 gíra sjálfskipting;FWD;5;833
;Peugeot;e-2008 crossover;GT;5.270.000;50 kWh rafhlaða, rafmótor;136;;310;1 gíra sjálfskipting;FWD;5;835
;Peugeot;e-2008 crossover;GT Line;5.050.000;50 kWh rafhlaða, rafmótor;136;;310;1 gíra sjálfskipting;FWD;5;834
3008 crossover;;;;;;;;;;;;
;Peugeot;3008 crossover;Active 1,2 e-THP;4.990.000;I3 1,2 l bensín;130;6,4;;6 gíra beinskipting;FWD;5;764
;Peugeot;3008 crossover;Active 1,2 e-THP automatic;5.190.000;I3 1,2 l bensín;130;6,7;;8 gíra sjálfskipting;FWD;5;765
;Peugeot;3008 crossover;Active 1,5 BlueHdi;5.150.000;I4 1,5 l turbo dísil;130;5,2;;6 gíra beinskipting;FWD;5;766
;Peugeot;3008 crossover;Active 1,5 BlueHdi automatic;5.350.000;I4 1,5 l turbo dísil;130;5,2;;8 gíra sjálfskipting;FWD;5;767
;Peugeot;3008 crossover;Allure 1,2 e-THP;5.190.000;I3 1,2 l bensín;130;6,4;;6 gíra beinskipting;FWD;5;768
;Peugeot;3008 crossover;Allure 1,2 e-THP automatic;5.390.000;I3 1,2 l bensín;130;6,7;;8 gíra sjálfskipting;FWD;5;769
;Peugeot;3008 crossover;Allure 1,5 BlueHdi;5.290.000;I4 1,5 l turbo dísil;130;5,2;;6 gíra beinskipting;FWD;5;770
;Peugeot;3008 crossover;Allure 1,5 BlueHdi automatic;5.590.000;I4 1,5 l turbo dísil;130;5,2;;8 gíra sjálfskipting;FWD;5;771
;Peugeot;3008 crossover;GT 2,0 BlueHdi Automatic;6.790.000;I4 2,0 l turbo dísil;180;6,2;;8 gíra sjálfskipting;FWD;5;775
